,news_id,tweet_id,reply_id,tweet_detail,replies_detail
541,558,1225573592152313861,"[1225579728976871424, 1225576790791532544, 1225583921548713985, 1225622819574370304, 1225596921433088000, 1225673214191226886, 1225714531990720515, 1225735430361866241, 1225766478584004610, 1225806917026668546, 1226125111738003458, 1226148725397041152, 1225616573110640640, 1225632626695757825, 1225746088642125824, 1225774746387742721, 1226160066279202818, 1225615886633046018, 1225623312123850754, 1225623962039635969, 1225632357996089345, 1225574995163828224, 1225756760935403520, 1225777102445785088, 1227978824769589250]","[datetime.date(2020, 2, 7), 1225573592152313861, 2313027666]","[[datetime.date(2020, 2, 7), 1225574995163828224, 978752226066882560], [datetime.date(2020, 2, 7), 1225576790791532544, 965902118883414016], [datetime.date(2020, 2, 7), 1225579728976871424, 713536086027464704], [datetime.date(2020, 2, 7), 1225583921548713985, 1223392389743742976], [datetime.date(2020, 2, 7), 1225596921433088000, 2302597646], [datetime.date(2020, 2, 7), 1225615886633046018, 20105534], [datetime.date(2020, 2, 7), 1225616573110640640, 1214188300535091200], [datetime.date(2020, 2, 7), 1225622819574370304, 52565238], [datetime.date(2020, 2, 7), 1225623312123850754, 26477562], [datetime.date(2020, 2, 7), 1225623962039635969, 26477562], [datetime.date(2020, 2, 7), 1225632357996089345, 345294301], [datetime.date(2020, 2, 7), 1225632626695757825, 345294301], [datetime.date(2020, 2, 7), 1225673214191226886, 281357660], [datetime.date(2020, 2, 7), 1225714531990720515, 2706119106], [datetime.date(2020, 2, 7), 1225735430361866241, 233077092], [datetime.date(2020, 2, 7), 1225746088642125824, 2255883529], [datetime.date(2020, 2, 7), 1225756760935403520, 2162860700], [datetime.date(2020, 2, 7), 1225766478584004610, 1216726108575424518], [datetime.date(2020, 2, 7), 1225774746387742721, 2868844108], [datetime.date(2020, 2, 7), 1225777102445785088, 1221843677456338944], [datetime.date(2020, 2, 7), 1225806917026668546, 1049576010], [datetime.date(2020, 2, 8), 1226125111738003458, 729340208991199232], [datetime.date(2020, 2, 8), 1226148725397041152, 1197981305402732544], [datetime.date(2020, 2, 8), 1226160066279202818, 4837182612], [datetime.date(2020, 2, 13), 1227978824769589250, 407209795]]"
542,558,1225690115206287361,"[1227841351862996992, 1227847375445622785, 1225794474237808640]","[datetime.date(2020, 2, 7), 1225690115206287361, 313385516]","[[datetime.date(2020, 2, 7), 1225794474237808640, 2674362624], [datetime.date(2020, 2, 13), 1227841351862996992, 572473728], [datetime.date(2020, 2, 13), 1227847375445622785, 1212225507749576704]]"
543,558,1226159758438227968,[1226164383765663744],"[datetime.date(2020, 2, 8), 1226159758438227968, 65252950]","[[datetime.date(2020, 2, 8), 1226164383765663744, 1944447757]]"
544,558,1226338718883049474,[1226378068660342784],"[datetime.date(2020, 2, 9), 1226338718883049474, 958121436186488833]","[[datetime.date(2020, 2, 9), 1226378068660342784, 1214814794982641667]]"
545,558,1226381130816864261,[1226392577370394624],"[datetime.date(2020, 2, 9), 1226381130816864261, 101779040]","[[datetime.date(2020, 2, 9), 1226392577370394624, 174672037]]"
546,558,1241077051278479360,[1241100433394982915],"[datetime.date(2020, 3, 20), 1241077051278479360, 927722806900678656]","[[datetime.date(2020, 3, 20), 1241100433394982915, 1087072895610904576]]"
547,561,1223638318367289345,[1224153328659193857],"[datetime.date(2020, 2, 1), 1223638318367289345, 4498499074]","[[datetime.date(2020, 2, 3), 1224153328659193857, 864807148827660288]]"
548,561,1223639166983995392,"[1223635999193997312, 1223636387926347777, 1223640488835764226]","[datetime.date(2020, 2, 1), 1223639166983995392, 2276178979]","[[datetime.date(2020, 2, 1), 1223635999193997312, 472056036], [datetime.date(2020, 2, 1), 1223636387926347777, 472056036], [datetime.date(2020, 2, 1), 1223640488835764226, 2276178979]]"
549,561,1223643516531855361,"[1223643905079402496, 1223664049075957760, 1223644165168189442]","[datetime.date(2020, 2, 1), 1223643516531855361, 1036239330984054784]","[[datetime.date(2020, 2, 1), 1223643905079402496, 2356340755], [datetime.date(2020, 2, 1), 1223644165168189442, 2356340755], [datetime.date(2020, 2, 1), 1223664049075957760, 1036239330984054784]]"
550,561,1223660907693101057,"[1224039773561663488, 1224043738852315136, 1223661724605259776, 1223662107666853888]","[datetime.date(2020, 2, 1), 1223660907693101057, 2319270278]","[[datetime.date(2020, 2, 1), 1223661724605259776, 570816464], [datetime.date(2020, 2, 1), 1223662107666853888, 570816464], [datetime.date(2020, 2, 2), 1224039773561663488, 95253070], [datetime.date(2020, 2, 2), 1224043738852315136, 2319270278]]"
551,561,1223666948225032192,"[1223665564851240960, 1223670052282687488, 1223676954722938881, 1223690328022056967, 1223695056529432577]","[datetime.date(2020, 2, 1), 1223666948225032192, 61723100]","[[datetime.date(2020, 2, 1), 1223665564851240960, 238700590], [datetime.date(2020, 2, 1), 1223670052282687488, 238700590], [datetime.date(2020, 2, 1), 1223676954722938881, 61723100], [datetime.date(2020, 2, 1), 1223690328022056967, 15451869], [datetime.date(2020, 2, 1), 1223695056529432577, 238700590]]"
552,561,1223668378101014529,[1223671233717374976],"[datetime.date(2020, 2, 1), 1223668378101014529, 49424542]","[[datetime.date(2020, 2, 1), 1223671233717374976, 768659225866153984]]"
553,561,1223669712531251201,[1223673231430897665],"[datetime.date(2020, 2, 1), 1223669712531251201, 1110625905930428417]","[[datetime.date(2020, 2, 1), 1223673231430897665, 929385491547480066]]"
554,561,1223669816374046720,"[1223669819314143233, 1223669822166372353]","[datetime.date(2020, 2, 1), 1223669816374046720, 2365912663]","[[datetime.date(2020, 2, 1), 1223669819314143233, 2365912663], [datetime.date(2020, 2, 1), 1223669822166372353, 2365912663]]"
555,561,1223682945426378752,[1223692347134836736],"[datetime.date(2020, 2, 1), 1223682945426378752, 468361629]","[[datetime.date(2020, 2, 1), 1223692347134836736, 468361629]]"
556,561,1223705257198272512,[1223713991563923457],"[datetime.date(2020, 2, 1), 1223705257198272512, 804149264]","[[datetime.date(2020, 2, 1), 1223713991563923457, 26010073]]"
557,561,1223708369359294464,"[1223723489183649792, 1223771564451065856]","[datetime.date(2020, 2, 1), 1223708369359294464, 967737574176337920]","[[datetime.date(2020, 2, 1), 1223723489183649792, 1223677915977568257], [datetime.date(2020, 2, 2), 1223771564451065856, 967737574176337920]]"
558,561,1223712535368622085,[1223757799064080384],"[datetime.date(2020, 2, 1), 1223712535368622085, 16190478]","[[datetime.date(2020, 2, 1), 1223757799064080384, 1230007218]]"
559,561,1223722039502102534,"[1223718325747929092, 1223740588274487296]","[datetime.date(2020, 2, 1), 1223722039502102534, 1187735707261034504]","[[datetime.date(2020, 2, 1), 1223718325747929092, 17060573], [datetime.date(2020, 2, 1), 1223740588274487296, 541124324]]"
560,561,1223733557014794242,"[1223695583464120322, 1224107582769586177, 1224107712201490433]","[datetime.date(2020, 2, 1), 1223733557014794242, 824999226857893888]","[[datetime.date(2020, 2, 1), 1223695583464120322, 162769970], [datetime.date(2020, 2, 2), 1224107582769586177, 399364634], [datetime.date(2020, 2, 2), 1224107712201490433, 399364634]]"
561,561,1223780828884242432,[1223782861528014848],"[datetime.date(2020, 2, 2), 1223780828884242432, 43295161]","[[datetime.date(2020, 2, 2), 1223782861528014848, 999492803053936640]]"
562,561,1223970996727635968,"[1223254608228864001, 1223291058513014785, 1223882777709301760, 1223960452650004480, 1223968229992722433, 1223971444515721216]","[datetime.date(2020, 2, 2), 1223970996727635968, 1036763831819591681]","[[datetime.date(2020, 1, 31), 1223254608228864001, 1115874631], [datetime.date(2020, 1, 31), 1223291058513014785, 1036763831819591681], [datetime.date(2020, 2, 2), 1223882777709301760, 1222743807596216320], [datetime.date(2020, 2, 2), 1223960452650004480, 1036763831819591681], [datetime.date(2020, 2, 2), 1223968229992722433, 1222743807596216320], [datetime.date(2020, 2, 2), 1223971444515721216, 1222743807596216320]]"
563,561,1223979833849516032,"[1223980748899848192, 1223981215356801026]","[datetime.date(2020, 2, 2), 1223979833849516032, 363375926]","[[datetime.date(2020, 2, 2), 1223980748899848192, 27424841], [datetime.date(2020, 2, 2), 1223981215356801026, 363375926]]"
564,561,1224006231569903616,"[1224003116024172546, 1224009055095721984, 1224013089059823616, 1224019288971010050]","[datetime.date(2020, 2, 2), 1224006231569903616, 847990946]","[[datetime.date(2020, 2, 2), 1224003116024172546, 22926365], [datetime.date(2020, 2, 2), 1224009055095721984, 824556481181839360], [datetime.date(2020, 2, 2), 1224013089059823616, 847990946], [datetime.date(2020, 2, 2), 1224019288971010050, 1074738731087785984]]"
565,561,1224011096320892928,[1224029066447089664],"[datetime.date(2020, 2, 2), 1224011096320892928, 50875502]","[[datetime.date(2020, 2, 2), 1224029066447089664, 50875502]]"
566,561,1224060998363111424,"[1224066379562790912, 1224072462037667841]","[datetime.date(2020, 2, 2), 1224060998363111424, 1726098164]","[[datetime.date(2020, 2, 2), 1224066379562790912, 2973273471], [datetime.date(2020, 2, 2), 1224072462037667841, 1726098164]]"
567,561,1224212028769865728,"[1224211200675926016, 1224221189050195968]","[datetime.date(2020, 2, 3), 1224212028769865728, 266016668]","[[datetime.date(2020, 2, 3), 1224211200675926016, 477809357], [datetime.date(2020, 2, 3), 1224221189050195968, 266016668]]"
568,561,1224391880143556610,[1224400884014010368],"[datetime.date(2020, 2, 3), 1224391880143556610, 3183397512]","[[datetime.date(2020, 2, 3), 1224400884014010368, 3183397512]]"
569,561,1225936324919791616,"[1225941007419748352, 1225947675100622850]","[datetime.date(2020, 2, 8), 1225936324919791616, 1197241760805720065]","[[datetime.date(2020, 2, 8), 1225941007419748352, 14973291], [datetime.date(2020, 2, 8), 1225947675100622850, 1197241760805720065]]"
570,561,1226364788927688704,"[1226599597075644419, 1226647198412288001, 1226369487236001792, 1226543059430567937, 1226423002440531968]","[datetime.date(2020, 2, 9), 1226364788927688704, 761424823926923266]","[[datetime.date(2020, 2, 9), 1226369487236001792, 3238023608], [datetime.date(2020, 2, 9), 1226423002440531968, 964872109200723968], [datetime.date(2020, 2, 9), 1226543059430567937, 956664867615801345], [datetime.date(2020, 2, 9), 1226599597075644419, 761424823926923266], [datetime.date(2020, 2, 9), 1226647198412288001, 1189695526339534848]]"
571,561,1228460059383848961,[1228637465780637696],"[datetime.date(2020, 2, 14), 1228460059383848961, 4913913182]","[[datetime.date(2020, 2, 15), 1228637465780637696, 850941450]]"
572,561,1238265959800016897,[1238269453407789056],"[datetime.date(2020, 3, 13), 1238265959800016897, 244720021]","[[datetime.date(2020, 3, 13), 1238269453407789056, 162921562]]"
573,561,1242901608280842247,[1242908106377609217],"[datetime.date(2020, 3, 25), 1242901608280842247, 264948270]","[[datetime.date(2020, 3, 25), 1242908106377609217, 1615753008]]"
574,561,1247832141335015424,"[1247834926856245248, 1247875383569104896, 1248322168951377920, 1248486834453110786, 1247860224322678784]","[datetime.date(2020, 4, 8), 1247832141335015424, 1113354665524174848]","[[datetime.date(2020, 4, 8), 1247834926856245248, 1037976211224440832], [datetime.date(2020, 4, 8), 1247860224322678784, 150273689], [datetime.date(2020, 4, 8), 1247875383569104896, 285791776], [datetime.date(2020, 4, 9), 1248322168951377920, 843860654], [datetime.date(2020, 4, 10), 1248486834453110786, 1184907492343595010]]"
575,561,1253135666050785286,"[1252558003804319744, 1252787375299649538, 1252833548538544133, 1252968970644152320]","[datetime.date(2020, 4, 23), 1253135666050785286, 156551827]","[[datetime.date(2020, 4, 21), 1252558003804319744, 156551827], [datetime.date(2020, 4, 22), 1252787375299649538, 156551827], [datetime.date(2020, 4, 22), 1252833548538544133, 156551827], [datetime.date(2020, 4, 22), 1252968970644152320, 156551827]]"
576,561,1253247125644808192,"[1253233067801665536, 1253313003145043970, 1253311676226703366]","[datetime.date(2020, 4, 23), 1253247125644808192, 2444629625]","[[datetime.date(2020, 4, 23), 1253233067801665536, 1365423529], [datetime.date(2020, 4, 23), 1253311676226703366, 416416631], [datetime.date(2020, 4, 23), 1253313003145043970, 11540552]]"
577,562,1226604777875730432,[1228973644031954944],"[datetime.date(2020, 2, 9), 1226604777875730432, 195999790]","[[datetime.date(2020, 2, 16), 1228973644031954944, 126785789]]"
578,565,1222872159443464192,"[1220925441625788421, 1220926205286809600, 1231238941841469441, 1233542514705141762]","[datetime.date(2020, 1, 30), 1222872159443464192, 1019082963349368832]","[[datetime.date(2020, 1, 25), 1220925441625788421, 1019082963349368832], [datetime.date(2020, 1, 25), 1220926205286809600, 1019082963349368832], [datetime.date(2020, 2, 22), 1231238941841469441, 1019082963349368832], [datetime.date(2020, 2, 29), 1233542514705141762, 1019082963349368832]]"
579,565,1223076745903071233,"[1223085787828424704, 1223662299078107136]","[datetime.date(2020, 1, 31), 1223076745903071233, 976289506289741824]","[[datetime.date(2020, 1, 31), 1223085787828424704, 19184385], [datetime.date(2020, 2, 1), 1223662299078107136, 788136984120287233]]"
580,565,1223105130553176065,[1223111662707757057],"[datetime.date(2020, 1, 31), 1223105130553176065, 1124421806574620673]","[[datetime.date(2020, 1, 31), 1223111662707757057, 955125455031484416]]"
581,570,1224529802109030400,"[1224523371339108352, 1224535194222440448]","[datetime.date(2020, 2, 4), 1224529802109030400, 2321654497]","[[datetime.date(2020, 2, 4), 1224523371339108352, 365216346], [datetime.date(2020, 2, 4), 1224535194222440448, 2321654497]]"
582,570,1225569681932791808,"[1225584800884502529, 1225571641759084548]","[datetime.date(2020, 2, 6), 1225569681932791808, 2230603152]","[[datetime.date(2020, 2, 7), 1225571641759084548, 851205216934522880], [datetime.date(2020, 2, 7), 1225584800884502529, 2230603152]]"
583,570,1240400879741796358,"[1240331347119439878, 1240336422172872710, 1240410967487459328]","[datetime.date(2020, 3, 18), 1240400879741796358, 73764239]","[[datetime.date(2020, 3, 18), 1240331347119439878, 14173315], [datetime.date(2020, 3, 18), 1240336422172872710, 73764239], [datetime.date(2020, 3, 18), 1240410967487459328, 73764239]]"
584,577,1221461384220889088,[1221461423961886721],"[datetime.date(2020, 1, 26), 1221461384220889088, 1221444775464837120]","[[datetime.date(2020, 1, 26), 1221461423961886721, 1221444775464837120]]"
585,577,1221473753755987970,"[1221471355113234433, 1221474986759725057, 1221477202883235840, 1221477300182626310, 1221480363505176577, 1221480669823586306, 1221485285520879617, 1221485429347713024, 1221488912461332484, 1221493456616480768, 1221494657127010305, 1221494867802624003, 1221495198108344320, 1221497470250815491, 1221498156464201728, 1221498362488332293, 1221501876908281856, 1221502037344604161, 1221505882292465664, 1221508564663066626, 1221508700084604928, 1221508875666579462, 1221510088705433600, 1221511081119580161, 1221514643421716480, 1221525721975123968, 1221527511596597248, 1221529900852699139, 1221530232093663233, 1221532321037332481, 1221533006793408512, 1221475062898995207]","[datetime.date(2020, 1, 26), 1221473753755987970, 1019082963349368832]","[[datetime.date(2020, 1, 26), 1221471355113234433, 1019082963349368832], [datetime.date(2020, 1, 26), 1221474986759725057, 1019082963349368832], [datetime.date(2020, 1, 26), 1221475062898995207, 1838034210], [datetime.date(2020, 1, 26), 1221477202883235840, 1019082963349368832], [datetime.date(2020, 1, 26), 1221477300182626310, 1019082963349368832], [datetime.date(2020, 1, 26), 1221480363505176577, 1019082963349368832], [datetime.date(2020, 1, 26), 1221480669823586306, 1019082963349368832], [datetime.date(2020, 1, 26), 1221485285520879617, 1019082963349368832], [datetime.date(2020, 1, 26), 1221485429347713024, 1019082963349368832], [datetime.date(2020, 1, 26), 1221488912461332484, 1019082963349368832], [datetime.date(2020, 1, 26), 1221493456616480768, 1019082963349368832], [datetime.date(2020, 1, 26), 1221494657127010305, 1019082963349368832], [datetime.date(2020, 1, 26), 1221494867802624003, 1019082963349368832], [datetime.date(2020, 1, 26), 1221495198108344320, 1019082963349368832], [datetime.date(2020, 1, 26), 1221497470250815491, 1019082963349368832], [datetime.date(2020, 1, 26), 1221498156464201728, 1019082963349368832], [datetime.date(2020, 1, 26), 1221498362488332293, 1019082963349368832], [datetime.date(2020, 1, 26), 1221501876908281856, 1019082963349368832], [datetime.date(2020, 1, 26), 1221502037344604161, 1019082963349368832], [datetime.date(2020, 1, 26), 1221505882292465664, 1019082963349368832], [datetime.date(2020, 1, 26), 1221508564663066626, 1019082963349368832], [datetime.date(2020, 1, 26), 1221508700084604928, 1019082963349368832], [datetime.date(2020, 1, 26), 1221508875666579462, 1019082963349368832], [datetime.date(2020, 1, 26), 1221510088705433600, 1019082963349368832], [datetime.date(2020, 1, 26), 1221511081119580161, 1019082963349368832], [datetime.date(2020, 1, 26), 1221514643421716480, 1019082963349368832], [datetime.date(2020, 1, 26), 1221525721975123968, 1019082963349368832], [datetime.date(2020, 1, 26), 1221527511596597248, 1019082963349368832], [datetime.date(2020, 1, 26), 1221529900852699139, 1019082963349368832], [datetime.date(2020, 1, 26), 1221530232093663233, 1019082963349368832], [datetime.date(2020, 1, 26), 1221532321037332481, 1019082963349368832], [datetime.date(2020, 1, 26), 1221533006793408512, 1019082963349368832]]"
586,577,1221548731952091137,"[1221552696458645504, 1221566348569894913]","[datetime.date(2020, 1, 26), 1221548731952091137, 1898872286]","[[datetime.date(2020, 1, 26), 1221552696458645504, 712305369196969984], [datetime.date(2020, 1, 26), 1221566348569894913, 16561725]]"
587,577,1221640382687019008,"[1221640866197958657, 1221641091029467136, 1221641434681552896, 1221648012990021633]","[datetime.date(2020, 1, 27), 1221640382687019008, 1570180292]","[[datetime.date(2020, 1, 27), 1221640866197958657, 1176131933492801537], [datetime.date(2020, 1, 27), 1221641091029467136, 1570180292], [datetime.date(2020, 1, 27), 1221641434681552896, 833144752619057152], [datetime.date(2020, 1, 27), 1221648012990021633, 779718516]]"
588,577,1227601943767453698,"[1227604746716012545, 1227612149020839936]","[datetime.date(2020, 2, 12), 1227601943767453698, 446228264]","[[datetime.date(2020, 2, 12), 1227604746716012545, 89175575], [datetime.date(2020, 2, 12), 1227612149020839936, 446228264]]"
589,587,1220495745897435136,"[1220532668804276225, 1220498278493704192, 1220497023822192640, 1220590685348335616, 1220654762703585280, 1221131451854397440, 1220521316370927616, 1220511100581470209, 1220643944830140416, 1220495997094240262, 1220497322846670848]","[datetime.date(2020, 1, 23), 1220495745897435136, 624210678]","[[datetime.date(2020, 1, 23), 1220495997094240262, 803690054430367744], [datetime.date(2020, 1, 24), 1220497023822192640, 186462068], [datetime.date(2020, 1, 24), 1220497322846670848, 816490645246201856], [datetime.date(2020, 1, 24), 1220498278493704192, 84432588], [datetime.date(2020, 1, 24), 1220511100581470209, 979594272281321472], [datetime.date(2020, 1, 24), 1220521316370927616, 1060235243112677376], [datetime.date(2020, 1, 24), 1220532668804276225, 1077371659529740288], [datetime.date(2020, 1, 24), 1220590685348335616, 896076716510203904], [datetime.date(2020, 1, 24), 1220643944830140416, 1323175520], [datetime.date(2020, 1, 24), 1220654762703585280, 831621592983728128], [datetime.date(2020, 1, 25), 1221131451854397440, 863742008908808194]]"
590,587,1220496382940925952,"[1220469149513797632, 1220469662309396480, 1220502913753194497, 1220527013959737350, 1220527800622493696, 1220527891760451589, 1220528096773910528, 1220528295302836224, 1220528396624633856, 1220528498990886912, 1220528625650413568, 1220530532267757573, 1220530689537400832, 1220531029754155009, 1220537236783058944, 1220537402663501824, 1220537868130512896, 1220538187921199104, 1220538338672881665, 1220539239097606146, 1220539330395017217, 1220539435923668992, 1220539520929673217, 1220539635606204416, 1220539962870902784, 1220540478984278017, 1220539149360541701, 1220552311312977920, 1220555258256117760, 1220555375595966465, 1220555513370501125, 1220555973410115585]","[datetime.date(2020, 1, 23), 1220496382940925952, 1019082963349368832]","[[datetime.date(2020, 1, 23), 1220469149513797632, 1019082963349368832], [datetime.date(2020, 1, 23), 1220469662309396480, 1019082963349368832], [datetime.date(2020, 1, 24), 1220502913753194497, 1019082963349368832], [datetime.date(2020, 1, 24), 1220527013959737350, 1019082963349368832], [datetime.date(2020, 1, 24), 1220527800622493696, 1019082963349368832], [datetime.date(2020, 1, 24), 1220527891760451589, 1019082963349368832], [datetime.date(2020, 1, 24), 1220528096773910528, 1019082963349368832], [datetime.date(2020, 1, 24), 1220528295302836224, 1019082963349368832], [datetime.date(2020, 1, 24), 1220528396624633856, 1019082963349368832], [datetime.date(2020, 1, 24), 1220528498990886912, 1019082963349368832], [datetime.date(2020, 1, 24), 1220528625650413568, 1019082963349368832], [datetime.date(2020, 1, 24), 1220530532267757573, 1019082963349368832], [datetime.date(2020, 1, 24), 1220530689537400832, 1019082963349368832], [datetime.date(2020, 1, 24), 1220531029754155009, 1019082963349368832], [datetime.date(2020, 1, 24), 1220537236783058944, 1019082963349368832], [datetime.date(2020, 1, 24), 1220537402663501824, 1019082963349368832], [datetime.date(2020, 1, 24), 1220537868130512896, 1019082963349368832], [datetime.date(2020, 1, 24), 1220538187921199104, 1019082963349368832], [datetime.date(2020, 1, 24), 1220538338672881665, 1019082963349368832], [datetime.date(2020, 1, 24), 1220539149360541701, 1019082963349368832], [datetime.date(2020, 1, 24), 1220539239097606146, 1019082963349368832], [datetime.date(2020, 1, 24), 1220539330395017217, 1019082963349368832], [datetime.date(2020, 1, 24), 1220539435923668992, 1019082963349368832], [datetime.date(2020, 1, 24), 1220539520929673217, 1019082963349368832], [datetime.date(2020, 1, 24), 1220539635606204416, 1019082963349368832], [datetime.date(2020, 1, 24), 1220539962870902784, 1019082963349368832], [datetime.date(2020, 1, 24), 1220540478984278017, 1019082963349368832], [datetime.date(2020, 1, 24), 1220552311312977920, 1019082963349368832], [datetime.date(2020, 1, 24), 1220555258256117760, 1019082963349368832], [datetime.date(2020, 1, 24), 1220555375595966465, 1019082963349368832], [datetime.date(2020, 1, 24), 1220555513370501125, 1019082963349368832], [datetime.date(2020, 1, 24), 1220555973410115585, 1019082963349368832]]"
591,587,1220502913753194497,"[1220527013959737350, 1220527800622493696, 1220527891760451589, 1220528096773910528, 1220528295302836224, 1220528396624633856, 1220528498990886912, 1220528625650413568, 1220530532267757573, 1220530689537400832, 1220531029754155009, 1220537236783058944, 1220537402663501824, 1220537868130512896, 1220538187921199104, 1220538338672881665, 1220539239097606146, 1220539330395017217, 1220539435923668992, 1220539520929673217, 1220539635606204416, 1220539962870902784, 1220540478984278017, 1220539149360541701, 1220552311312977920, 1220555258256117760, 1220555375595966465, 1220555513370501125, 1220555973410115585, 1220556055966560256, 1220563469713453056]","[datetime.date(2020, 1, 24), 1220502913753194497, 1019082963349368832]","[[datetime.date(2020, 1, 24), 1220527013959737350, 1019082963349368832], [datetime.date(2020, 1, 24), 1220527800622493696, 1019082963349368832], [datetime.date(2020, 1, 24), 1220527891760451589, 1019082963349368832], [datetime.date(2020, 1, 24), 1220528096773910528, 1019082963349368832], [datetime.date(2020, 1, 24), 1220528295302836224, 1019082963349368832], [datetime.date(2020, 1, 24), 1220528396624633856, 1019082963349368832], [datetime.date(2020, 1, 24), 1220528498990886912, 1019082963349368832], [datetime.date(2020, 1, 24), 1220528625650413568, 1019082963349368832], [datetime.date(2020, 1, 24), 1220530532267757573, 1019082963349368832], [datetime.date(2020, 1, 24), 1220530689537400832, 1019082963349368832], [datetime.date(2020, 1, 24), 1220531029754155009, 1019082963349368832], [datetime.date(2020, 1, 24), 1220537236783058944, 1019082963349368832], [datetime.date(2020, 1, 24), 1220537402663501824, 1019082963349368832], [datetime.date(2020, 1, 24), 1220537868130512896, 1019082963349368832], [datetime.date(2020, 1, 24), 1220538187921199104, 1019082963349368832], [datetime.date(2020, 1, 24), 1220538338672881665, 1019082963349368832], [datetime.date(2020, 1, 24), 1220539149360541701, 1019082963349368832], [datetime.date(2020, 1, 24), 1220539239097606146, 1019082963349368832], [datetime.date(2020, 1, 24), 1220539330395017217, 1019082963349368832], [datetime.date(2020, 1, 24), 1220539435923668992, 1019082963349368832], [datetime.date(2020, 1, 24), 1220539520929673217, 1019082963349368832], [datetime.date(2020, 1, 24), 1220539635606204416, 1019082963349368832], [datetime.date(2020, 1, 24), 1220539962870902784, 1019082963349368832], [datetime.date(2020, 1, 24), 1220540478984278017, 1019082963349368832], [datetime.date(2020, 1, 24), 1220552311312977920, 1019082963349368832], [datetime.date(2020, 1, 24), 1220555258256117760, 1019082963349368832], [datetime.date(2020, 1, 24), 1220555375595966465, 1019082963349368832], [datetime.date(2020, 1, 24), 1220555513370501125, 1019082963349368832], [datetime.date(2020, 1, 24), 1220555973410115585, 1019082963349368832], [datetime.date(2020, 1, 24), 1220556055966560256, 1019082963349368832], [datetime.date(2020, 1, 24), 1220563469713453056, 1170554443735228416]]"
592,587,1220542216395022336,[1220542590707044352],"[datetime.date(2020, 1, 24), 1220542216395022336, 992310697]","[[datetime.date(2020, 1, 24), 1220542590707044352, 2687980638]]"
593,587,1220549444023803904,[1220556026711330818],"[datetime.date(2020, 1, 24), 1220549444023803904, 150630855]","[[datetime.date(2020, 1, 24), 1220556026711330818, 150630855]]"
594,587,1220734941736120321,"[1220735843490574336, 1220737451880218624, 1220737731011268608, 1220738066417180674, 1220738370940424192, 1220738681725706240, 1220738864224120834, 1220739049524285440, 1220741127604752384, 1220741265752494080, 1220741370652045314, 1220741492983173120, 1220741625447636992, 1220741716522819588, 1220741881639948288, 1220741986065534978, 1220742096543535104, 1220747934557442048, 1220748094842834945, 1220748211066982405, 1220748328972976128, 1220748438091988992, 1220748603666374656, 1220748946882138112, 1220913609888423936, 1220923887552290821, 1220924129345507328, 1220925441625788421, 1220926205286809600, 1220926688588193794, 1221549045849739266, 1221550588011388928, 1230029879976120320]","[datetime.date(2020, 1, 24), 1220734941736120321, 1019082963349368832]","[[datetime.date(2020, 1, 24), 1220735843490574336, 1019082963349368832], [datetime.date(2020, 1, 24), 1220737451880218624, 1019082963349368832], [datetime.date(2020, 1, 24), 1220737731011268608, 1019082963349368832], [datetime.date(2020, 1, 24), 1220738066417180674, 1019082963349368832], [datetime.date(2020, 1, 24), 1220738370940424192, 1019082963349368832], [datetime.date(2020, 1, 24), 1220738681725706240, 1019082963349368832], [datetime.date(2020, 1, 24), 1220738864224120834, 1019082963349368832], [datetime.date(2020, 1, 24), 1220739049524285440, 1019082963349368832], [datetime.date(2020, 1, 24), 1220741127604752384, 1019082963349368832], [datetime.date(2020, 1, 24), 1220741265752494080, 1019082963349368832], [datetime.date(2020, 1, 24), 1220741370652045314, 1019082963349368832], [datetime.date(2020, 1, 24), 1220741492983173120, 1019082963349368832], [datetime.date(2020, 1, 24), 1220741625447636992, 1019082963349368832], [datetime.date(2020, 1, 24), 1220741716522819588, 1019082963349368832], [datetime.date(2020, 1, 24), 1220741881639948288, 1019082963349368832], [datetime.date(2020, 1, 24), 1220741986065534978, 1019082963349368832], [datetime.date(2020, 1, 24), 1220742096543535104, 1019082963349368832], [datetime.date(2020, 1, 24), 1220747934557442048, 1019082963349368832], [datetime.date(2020, 1, 24), 1220748094842834945, 1019082963349368832], [datetime.date(2020, 1, 24), 1220748211066982405, 1019082963349368832], [datetime.date(2020, 1, 24), 1220748328972976128, 1019082963349368832], [datetime.date(2020, 1, 24), 1220748438091988992, 1019082963349368832], [datetime.date(2020, 1, 24), 1220748603666374656, 1019082963349368832], [datetime.date(2020, 1, 24), 1220748946882138112, 1019082963349368832], [datetime.date(2020, 1, 25), 1220913609888423936, 1019082963349368832], [datetime.date(2020, 1, 25), 1220923887552290821, 1019082963349368832], [datetime.date(2020, 1, 25), 1220924129345507328, 1019082963349368832], [datetime.date(2020, 1, 25), 1220925441625788421, 1019082963349368832], [datetime.date(2020, 1, 25), 1220926205286809600, 1019082963349368832], [datetime.date(2020, 1, 25), 1220926688588193794, 1019082963349368832], [datetime.date(2020, 1, 26), 1221549045849739266, 35309264], [datetime.date(2020, 1, 26), 1221550588011388928, 1019082963349368832], [datetime.date(2020, 2, 19), 1230029879976120320, 46916822]]"
